date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:57:16	2616/2616	---M--	200	added ('OK')	image/png	etag:%2260c6022c-a38%22	https://getzeus.app/apple-icon-114x114.png	C:/Users/dell/Desktop/iphone/abujahl/getzeus.app/apple-icon-114x114.png	(from https://getzeus.app/)
12:57:18	2856/2856	---M--	200	added ('OK')	image/png	etag:%2260c6022c-b28%22	https://getzeus.app/apple-icon-120x120.png	C:/Users/dell/Desktop/iphone/abujahl/getzeus.app/apple-icon-120x120.png	(from https://getzeus.app/)
12:57:18	3463/3463	---M--	200	added ('OK')	image/png	etag:%2260c6022c-d87%22	https://getzeus.app/apple-icon-144x144.png	C:/Users/dell/Desktop/iphone/abujahl/getzeus.app/apple-icon-144x144.png	(from https://getzeus.app/)
12:57:20	3715/3715	---M--	200	added ('OK')	image/png	etag:%2260c6022c-e83%22	https://getzeus.app/apple-icon-152x152.png	C:/Users/dell/Desktop/iphone/abujahl/getzeus.app/apple-icon-152x152.png	(from https://getzeus.app/)
12:57:21	4649/4649	---M--	200	added ('OK')	image/png	etag:%2260c6022c-1229%22	https://getzeus.app/apple-icon-180x180.png	C:/Users/dell/Desktop/iphone/abujahl/getzeus.app/apple-icon-180x180.png	(from https://getzeus.app/)
12:57:21	4747/4747	---M--	200	added ('OK')	image/png	etag:%2260c6022c-128b%22	https://getzeus.app/android-icon-192x192.png	C:/Users/dell/Desktop/iphone/abujahl/getzeus.app/android-icon-192x192.png	(from https://getzeus.app/)
12:57:22	833/833	---M--	200	added ('OK')	image/png	etag:%2260c6022c-341%22	https://getzeus.app/favicon-32x32.png	C:/Users/dell/Desktop/iphone/abujahl/getzeus.app/favicon-32x32.png	(from https://getzeus.app/)
12:57:22	2178/2178	---M--	200	added ('OK')	image/png	etag:%2260c6022c-882%22	https://getzeus.app/favicon-96x96.png	C:/Users/dell/Desktop/iphone/abujahl/getzeus.app/favicon-96x96.png	(from https://getzeus.app/)
12:57:23	514/514	---M--	200	added ('OK')	image/png	etag:%2260c6022c-202%22	https://getzeus.app/favicon-16x16.png	C:/Users/dell/Desktop/iphone/abujahl/getzeus.app/favicon-16x16.png	(from https://getzeus.app/)
12:57:26	725/725	---MCZ	200	added ('OK')	application/json	etag:W/%2260c6022c-2d5%22	https://getzeus.app/manifest.json	C:/Users/dell/Desktop/iphone/abujahl/getzeus.app/manifest.json	(from https://getzeus.app/)
12:57:30	89501/89501	---M-Z	200	added ('OK')	application/javascript	etag:W/%22603e7578-15d9d%22	https://code.jquery.com/jquery-3.6.0.min.js	C:/Users/dell/Desktop/iphone/abujahl/code.jquery.com/jquery-3.6.0.min.js	(from https://getzeus.app/)
12:57:31	962/962	---MCZ	200	added ('OK')	application/javascript	etag:%223c2-ekNqUptqD1AEc5D0dUT6kSacGE0%22	https://unpkg.com/ionicons@5.4.0/dist/ionicons.js	C:/Users/dell/Desktop/iphone/abujahl/unpkg.com/ionicons@5.4.0/dist/ionicons.js	(from https://getzeus.app/)
12:57:32	20654/20654	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Jun%202021%2013:03:40%20GMT	https://getzeus.app/index.html	C:/Users/dell/Desktop/iphone/abujahl/getzeus.app/index-2.html	(from https://getzeus.app/)
12:57:32	11830/11830	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Jun%202021%2013:03:40%20GMT	https://getzeus.app/about.html	C:/Users/dell/Desktop/iphone/abujahl/getzeus.app/about.html	(from https://getzeus.app/)
12:57:32	11561/11561	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Jun%202021%2013:03:40%20GMT	https://getzeus.app/library.html	C:/Users/dell/Desktop/iphone/abujahl/getzeus.app/library.html	(from https://getzeus.app/)
12:57:32	2031/2031	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2260c6022c-7ef%22	https://getzeus.app/images/twitter-icon.svg	C:/Users/dell/Desktop/iphone/abujahl/getzeus.app/images/twitter-icon.svg	(from https://getzeus.app/)
12:57:33	2357/2357	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2260c6022c-935%22	https://getzeus.app/images/discord-icon.svg	C:/Users/dell/Desktop/iphone/abujahl/getzeus.app/images/discord-icon.svg	(from https://getzeus.app/)
12:57:34	3026/3026	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2260c6022c-bd2%22	https://getzeus.app/images/Menu.svg	C:/Users/dell/Desktop/iphone/abujahl/getzeus.app/images/Menu.svg	(from https://getzeus.app/)
12:57:34	1321/1321	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2260c6022c-529%22	https://getzeus.app/images/Close.svg	C:/Users/dell/Desktop/iphone/abujahl/getzeus.app/images/Close.svg	(from https://getzeus.app/)
12:57:35	2819/2819	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Jun%202021%2013:03:40%20GMT	https://getzeus.app/install.html	C:/Users/dell/Desktop/iphone/abujahl/getzeus.app/install.html	(from https://getzeus.app/)
12:57:35	1167/1167	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2260c6022c-48f%22	https://getzeus.app/images/shape-back.svg	C:/Users/dell/Desktop/iphone/abujahl/getzeus.app/images/shape-back.svg	(from https://getzeus.app/)
12:57:37	1037/1037	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2260c6022c-40d%22	https://getzeus.app/images/shape-front.svg	C:/Users/dell/Desktop/iphone/abujahl/getzeus.app/images/shape-front.svg	(from https://getzeus.app/)
12:57:38	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=606e631a8e07f8fa8b438b52	C:/Users/dell/Desktop/iphone/abujahl/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c83a17.js	(from https://getzeus.app/)
12:57:42	183738/183738	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260c6022c-2cdba%22	https://getzeus.app/js/webflow.js	C:/Users/dell/Desktop/iphone/abujahl/getzeus.app/js/webflow.js	(from https://getzeus.app/)
12:57:56	297981/297981	---M--	200	added ('OK')	image/jpeg	etag:%229ff72b32b506f0970340da9ff6790c10%22	https://uploads-ssl.webflow.com/606e631a8e07f8fa8b438b52/6070b3f1a3dddf7c9bdb86de_zeus-iphone-hero-large.jpg	C:/Users/dell/Desktop/iphone/abujahl/uploads-ssl.webflow.com/606e631a8e07f8fa8b438b52/6070b3f1a3dddf7c9bdb86de_zeus-iphone-hero-large.jpg	(from https://getzeus.app/css/zeus.css?1cc1)
12:57:59	415187/415187	---M--	200	added ('OK')	image/png	etag:%221879fb0a5f04880370b75a05489106cf%22	https://uploads-ssl.webflow.com/606e631a8e07f8fa8b438b52/6074e9d31b72b639913f9c10_iphone12_1%402x.png	C:/Users/dell/Desktop/iphone/abujahl/uploads-ssl.webflow.com/606e631a8e07f8fa8b438b52/6074e9d31b72b639913f9c10_iphone12_1@2x.png	(from https://getzeus.app/css/zeus.css?1cc1)
12:58:01	347415/347415	---M--	200	added ('OK')	image/png	etag:%22fb3e3ccf68e1fc8a072634882bccabe8%22	https://uploads-ssl.webflow.com/606e631a8e07f8fa8b438b52/607253e5e5f2ce6933e82415_zeus-iphone-hero-small.png	C:/Users/dell/Desktop/iphone/abujahl/uploads-ssl.webflow.com/606e631a8e07f8fa8b438b52/607253e5e5f2ce6933e82415_zeus-iphone-hero-small.png	(from https://getzeus.app/css/zeus.css?1cc1)
12:58:01	32120/32120	---M--	200	added ('OK')	image/png	etag:%2260c6022c-7d78%22	https://getzeus.app/app/static/icons/zeus.png	C:/Users/dell/Desktop/iphone/abujahl/getzeus.app/app/static/icons/zeus.png	(from https://getzeus.app/about.html)
12:58:05	1723/1723	---MCZ	200	added ('OK')	application/json	etag:W/%2260c6022c-6bb%22	https://getzeus.app/appdata.json	C:/Users/dell/Desktop/iphone/abujahl/getzeus.app/appdata.json	(from https://getzeus.app/about.html)
12:58:07	47708/47708	---M--	200	added ('OK')	application/octet-stream	etag:%2260c6022c-ba5c%22	https://getzeus.app/zeus.mobileconfig/zeus.mobileconfig	C:/Users/dell/Desktop/iphone/abujahl/getzeus.app/zeus.mobileconfig/zeus.mobileconfig	(from https://getzeus.app/install.html)
